protein,degree,clustering_coefficient,drug_target
LGALS9,25,0.48,0
MTUS1,13,0.5128205128205128,0
MTUS2,11,0.7090909090909091,0
PVR,10,0.8222222222222222,0
NECTIN2,13,0.358974358974359,0
LGALS9B,11,0.9454545454545454,0
ICOSLG,24,0.6847826086956522,0
VTCN1,9,0.9166666666666666,0
LRBA,1,0.0,0
AP2M1,37,0.4009009009009009,0
PIAS3,10,0.5777777777777777,0
KLHL24,34,0.9411764705882353,0
IL12A,17,0.3088235294117647,1
CBX5,53,0.44339622641509435,1
CBX1,41,0.5707317073170731,0
SETDB1,44,0.5359408033826638,0
TRIM28,33,0.4185606060606061,0
SUV39H1,45,0.4686868686868687,0
EED,55,0.5353535353535354,0
SETD7,13,0.9487179487179487,0
HDAC2,159,0.18875885677891888,1
SNAI1,43,0.38205980066445183,0
MBD4,8,0.5,0
MBD2,22,0.70995670995671,0
DAXX,49,0.23469387755102042,0
DNMT3L,29,0.7980295566502463,0
UHRF2,6,0.7333333333333333,0
RPS27A,293,0.1662069287951751,0
DMAP1,36,0.5253968253968254,0
HNRNPD,56,0.39675324675324675,1
SLC43A2,3,1.0,0
SLC43A1,3,1.0,0
H2AZ1,89,0.3123084780388151,0
H2AC18,100,0.40383838383838383,0
H2AC20,104,0.40048543689320387,0
SIN3A,70,0.315527950310559,0
HDAC9,52,0.32051282051282054,1
H2AX,111,0.2543816543816544,0
HDAC8,64,0.35367063492063494,1
H2BC14,25,0.8133333333333334,0
H2BC1,26,0.5938461538461538,0
H2BC15,24,0.8478260869565217,0
H2BU1,25,0.63,0
H2BC3,27,0.7635327635327636,0
MEF2C,14,0.3626373626373626,0
MEF2D,16,0.38333333333333336,0
MEF2A,18,0.37254901960784315,0
H2BC9,58,0.617664851784634,0
H2BS1,27,0.6353276353276354,0
H2BC13,29,0.6059113300492611,0
CABIN1,12,0.36363636363636365,0
MEF2B,10,0.4,0
H2BC5,63,0.5683563748079877,0
H2BC17,64,0.5788690476190477,0
H2BC4,74,0.5190670122176971,1
H2BE1,10,0.8444444444444444,0
H2BW2,13,0.7948717948717948,0
H2BW1,10,0.8444444444444444,0
HSPA1B,47,0.40148011100832565,0
HSPA1L,25,0.6333333333333333,0
CREB1,133,0.15538847117794485,1
SHFL,1,0.0,0
MOV10,1,0.0,0
COX17,25,0.26,0
GFER,19,0.14619883040935672,1
CHCHD4,10,0.4444444444444444,0
MOB1B,12,0.6060606060606061,0
COPS5,26,0.49230769230769234,0
DIAPH1,14,0.46153846153846156,0
WWC1,10,0.4666666666666667,0
COX19,8,0.6071428571428571,0
MOB1A,17,0.4411764705882353,0
BNIPL,3,0.3333333333333333,0
QSOX1,1,0.0,0
QSOX2,1,0.0,0
SAV1,23,0.33992094861660077,0
CPA4,5,0.1,0
MEST,1,0.0,0
TPSAB1,7,0.2857142857142857,1
LXN,1,0.0,0
ABCC3,9,0.3888888888888889,0
NDC80,65,0.6798076923076923,0
ABCB4,9,0.3888888888888889,0
GPBAR1,24,0.15217391304347827,1
ZFX,7,0.5714285714285714,0
IL12RB2,44,0.5591966173361522,0
IL23R,45,0.5141414141414141,0
CCL4,84,0.5014343086632244,0
PSME2,44,0.6670190274841438,0
PSME1,45,0.7444444444444445,1
IGKV1D-33,19,0.40350877192982454,0
IGKV1-33,20,0.4,0
ANTXR1,2,1.0,0
ASGR1,11,0.2,1
CLEC1B,11,0.4727272727272727,0
SVEP1,1,0.0,0
CLDN5,19,0.4678362573099415,0
SELPLG,25,0.44666666666666666,0
FLNC,53,0.2612481857764877,0
FLNB,40,0.38461538461538464,0
CX3CL1,66,0.6018648018648018,0
API5,1,0.0,0
PTX3,12,0.3333333333333333,0
GPC3,10,0.37777777777777777,0
PRSS3,9,0.3888888888888889,0
CLMP,1,0.0,0
PSAP,13,0.2948717948717949,0
SORT1,27,0.17663817663817663,0
TOR1A,12,0.30303030303030304,0
TGM2,5,0.1,1
ARNT,32,0.28830645161290325,0
ADGRG1,5,0.6,0
ADAMTS5,7,0.5238095238095238,0
ADAMTS3,6,0.5333333333333333,0
ADAMTS4,9,0.5555555555555556,0
MMP16,5,0.8,0
COL14A1,18,0.5032679738562091,0
OPTC,2,1.0,0
SLC1A1,10,0.08888888888888889,1
SLC15A1,5,0.2,1
CASP9,68,0.2967515364354697,1
HTRA2,14,0.4945054945054945,0
RNASE1,6,0.4,1
NGB,3,0.6666666666666666,0
HSPB2,13,0.5128205128205128,0
CASP7,37,0.33183183183183185,0
SLC22A1,14,0.27472527472527475,0
SLC22A7,9,0.5833333333333334,1
SLC22A8,15,0.3523809523809524,1
KLRK1,39,0.4331983805668016,0
CXCR2,89,0.41649642492339123,1
IFIT1,38,0.5291607396870555,0
IRF2,9,0.8333333333333334,0
STING1,12,0.5606060606060606,0
NTF3,19,0.5321637426900585,0
NTF4,14,0.5604395604395604,0
TPR,50,0.4048979591836735,1
KIDINS220,1,0.0,0
SH2B1,20,0.3684210526315789,0
CLCA1,8,0.39285714285714285,0
C4BPB,10,0.4,1
C4BPA,20,0.16842105263157894,1
TYRO3,8,0.25,1
CCL20,74,0.5734912995186968,0
CXCL5,58,0.7320024198427102,0
TNFAIP6,16,0.45,1
CCL7,32,0.9032258064516129,0
CCL19,63,0.6876600102406554,0
ACKR1,20,0.2,1
CXCR3,87,0.4846297781341887,0
CCL8,42,0.7166085946573751,1
CCR1,81,0.4817901234567901,0
PRDX5,16,0.48333333333333334,1
PRDX3,15,0.2857142857142857,0
PRDX4,6,0.5333333333333333,0
CCR8,54,0.7421383647798742,0
UPF1,20,0.7157894736842105,0
SMG5,20,0.6157894736842106,0
SMG7,19,0.6842105263157895,0
SMG6,27,0.42735042735042733,1
TERT,62,0.19090428344791116,1
CD82,5,0.3,0
CXCL13,66,0.6368298368298368,0
CCL22,61,0.6431693989071038,0
CXCL16,43,0.884828349944629,0
CCL21,57,0.674812030075188,0
CD74,34,0.32798573975044565,0
ITIH4,42,0.18699186991869918,1
PPBP,48,0.7278368794326241,1
CXCL14,35,0.8705882352941177,0
MAPK8IP1,30,0.19770114942528735,1
MAPK8IP2,20,0.32105263157894737,0
SYT2,19,0.3391812865497076,1
BOC,9,0.9722222222222222,0
CDON,9,0.9722222222222222,0
PTCH2,13,0.782051282051282,0
GAS1,10,0.8888888888888888,0
PTCH1,23,0.383399209486166,0
DHH,14,0.7582417582417582,0
MT1E,20,0.14210526315789473,1
ANKRA2,3,0.3333333333333333,0
SLC22A17,2,1.0,0
GIPC1,7,0.23809523809523808,0
LAMA5,40,0.6166666666666667,0
SV2B,8,0.5,0
LAMC3,31,0.578494623655914,0
SV2A,13,0.358974358974359,1
LAMC2,28,0.746031746031746,0
SV2C,7,0.47619047619047616,0
GP2,6,0.26666666666666666,0
CLEC4M,11,0.32727272727272727,0
DEFA5,1,0.0,0
CTSL,24,0.21014492753623187,1
SLC6A20,1,0.0,0
ATXN1L,1,0.0,0
INPP4A,31,0.35913978494623655,0
IMPAD1,11,0.4909090909090909,0
INPP4B,31,0.35913978494623655,0
IMPA1,13,0.3974358974358974,1
ISYNA1,10,0.4888888888888889,1
IMPA2,15,0.3238095238095238,1
TTF2,4,0.5,0
LGMN,9,0.25,0
RAB3IL1,1,0.0,0
MC3R,14,0.3516483516483517,1
PCSK1,11,0.4909090909090909,0
ATP7A,20,0.20526315789473684,0
CPE,16,0.175,1
MC5R,2,0.0,1
SAA2,22,0.7445887445887446,0
PCYOX1,26,0.9846153846153847,0
APOC4,28,0.9259259259259259,0
APOM,34,0.7397504456327986,0
APOL1,39,0.5452091767881242,1
PON1,44,0.49682875264270615,1
APOF,26,0.8430769230769231,0
APOC1,37,0.6771771771771772,0
APOD,23,0.39920948616600793,1
CCL26,47,0.7798334875115633,0
CXCL6,45,0.8686868686868687,0
CCL13,53,0.7474600870827286,0
CXCL3,50,0.7575510204081632,0
CCR6,64,0.6567460317460317,0
CXCR6,57,0.7142857142857143,0
CXCL17,19,0.6900584795321637,0
XCL1,35,0.826890756302521,0
LIFR,37,0.515015015015015,0
JUNB,31,0.432258064516129,0
JUND,29,0.47044334975369456,0
FOSB,29,0.45320197044334976,0
FOSL2,18,0.6797385620915033,0
ATF2,57,0.2957393483709273,1
CREB5,35,0.4773109243697479,0
ATF3,50,0.2612244897959184,1
BATF,20,0.2894736842105263,0
MAFB,6,0.6666666666666666,0
BATF3,7,0.6190476190476191,0
ATF7,15,0.4,1
GUSB,43,0.1273532668881506,1
HYAL4,3,1.0,0
CES1,34,0.20677361853832443,1
POTEF,7,0.5238095238095238,0
HYAL2,7,0.2857142857142857,0
HYAL3,3,1.0,0
SPAM1,4,0.5,0
HYAL1,4,0.5,0
CES2,24,0.3188405797101449,0
OGA,17,0.15441176470588236,1
MPI,31,0.443010752688172,0
CHGA,19,0.2807017543859649,0
PPY,35,0.3058823529411765,0
CLC,2,1.0,0
EPX,6,0.26666666666666666,1
PRG2,6,0.3333333333333333,1
ANG,2,1.0,0
IGFBP5,12,0.5454545454545454,0
IGFBP2,8,0.8214285714285714,0
IGFALS,6,0.8666666666666667,1
IGFBP7,19,0.19298245614035087,1
IGFBP6,9,0.8055555555555556,0
PAPPA,8,0.35714285714285715,0
NONO,37,0.43093093093093093,0
SFPQ,59,0.42314436002337813,1
TMEM219,1,0.0,0
HDAC4,65,0.22596153846153846,1
SYMPK,4,0.8333333333333334,0
LEF1,63,0.2012288786482335,1
RBL1,23,0.5889328063241107,0
CDKN2D,11,1.0,0
FBXO4,4,1.0,0
SKP2,56,0.41948051948051945,0
YBX3,3,1.0,0
RBL2,29,0.6674876847290641,0
SKP1,58,0.26678765880217786,0
CDKN2B,20,0.6210526315789474,0
FBXO31,3,1.0,0
CDKN2C,13,0.8461538461538461,0
CDK4,98,0.21775720597517356,1
CDK6,57,0.37844611528822053,1
BCAP31,11,0.509090909090909,0
CANX,80,0.1370253164556962,1
DERL2,15,0.7523809523809524,0
DNAJC10,19,0.5847953216374269,0
EMC1,3,0.6666666666666666,0
EDEM1,31,0.43010752688172044,0
ERLEC1,18,0.6470588235294118,0
AUP1,12,0.8484848484848485,0
FAF2,13,0.9230769230769231,0
SYVN1,19,0.6374269005847953,0
SEL1L,22,0.5627705627705628,0
OS9,29,0.3817733990147783,0
EDEM2,7,0.8095238095238095,0
UGGT1,18,0.5751633986928104,0
XBP1,49,0.17091836734693877,0
SSR1,5,0.8,0
SEC61A1,25,0.29333333333333333,0
HYOU1,31,0.43655913978494626,0
ATF6,45,0.18686868686868688,1
EBI3,8,0.6071428571428571,0
RPN2,14,0.43956043956043955,0
DDOST,17,0.33088235294117646,0
TMX1,1,0.0,0
UGGT2,6,0.8666666666666667,0
PRKCSH,9,0.5,0
FUNDC1,29,0.35960591133004927,0
PACS2,5,0.9,0
GANAB,18,0.4117647058823529,1
TAPBP,18,0.5228758169934641,0
MAP2K6,37,0.27927927927927926,1
PTPN5,12,0.7878787878787878,0
MAP2K3,45,0.25555555555555554,1
DUSP3,12,0.7878787878787878,0
MKNK2,11,0.4,1
DUSP9,5,0.7,0
RPS6KA3,23,0.2964426877470356,1
RPS6KA2,19,0.42105263157894735,0
ELK1,9,0.6388888888888888,0
PTPRR,12,0.7878787878787878,0
DUSP6,5,0.7,0
DUSP1,22,0.42424242424242425,0
PTPN7,13,0.7051282051282052,0
PEA15,4,0.5,0
RPS6KA1,32,0.2540322580645161,1
MKNK1,16,0.425,1
IL23A,35,0.4957983193277311,1
IL22RA2,10,0.9111111111111111,0
IL27RA,41,0.5304878048780488,0
UBA1,7,0.5238095238095238,0
BSCL2,2,0.0,0
HDAC6,67,0.1718679330619629,1
NID1,36,0.27936507936507937,1
FBLN1,14,0.45054945054945056,0
GRN,3,0.3333333333333333,0
NID2,16,0.5666666666666667,0
FBLN2,18,0.43790849673202614,0
MMP15,3,1.0,0
DAG1,56,0.21623376623376622,0
PRELP,8,0.5714285714285714,0
EFCAB6,1,0.0,0
SUMO1,37,0.23423423423423423,0
FBXO7,11,0.8363636363636363,0
VPS35,21,0.3047619047619048,0
PIAS2,3,1.0,0
OTUD7B,2,1.0,0
TMEM30A,6,1.0,0
ATP10D,7,0.9523809523809523,0
ATP10B,7,0.9523809523809523,0
ATP11A,7,0.9523809523809523,0
ATP8A1,9,0.5833333333333334,1
TMEM30B,6,1.0,0
GRXCR1,25,0.43,0
FZR1,45,0.5,0
CPEB3,5,1.0,0
PHLDA1,1,0.0,0
CPEB2,5,1.0,0
CPEB4,7,0.8571428571428571,0
CEP192,12,0.5757575757575758,0
CPEB1,7,0.7142857142857143,0
GADD45A,18,0.43137254901960786,0
HMMR,66,0.6573426573426573,1
CKAP5,20,0.7789473684210526,0
BORA,10,0.6222222222222222,0
NEDD9,3,0.6666666666666666,0
TACC3,29,0.7364532019704434,0
SLCO2B1,10,0.4222222222222222,1
SLC22A9,3,0.6666666666666666,0
EDEM3,10,0.8222222222222222,0
DERL1,15,0.49523809523809526,0
PIM1,11,0.21818181818181817,1
CELA1,3,0.0,1
PRSS2,9,0.4444444444444444,0
XCR1,36,0.5619047619047619,0
CCR9,52,0.6877828054298643,0
CCL17,61,0.6267759562841531,0
CCR10,47,0.818686401480111,0
PGLYRP1,5,0.9,0
LYZL1,6,0.8,0
OLFM4,4,0.8333333333333334,0
DEFB4A,9,0.4166666666666667,0
LACRT,5,0.4,0
MUC5B,17,0.7867647058823529,0
DMBT1,4,0.5,0
MFGE8,8,0.17857142857142858,0
MUC7,16,0.8833333333333333,0
EPPIN,3,1.0,0
LPO,3,1.0,0
SEMG1,7,0.3333333333333333,1
ITLN1,1,0.0,0
NPS,7,0.5714285714285714,0
BCL2A1,5,0.4,0
UCN2,8,0.8928571428571429,0
CRHBP,8,0.8928571428571429,0
UCN,12,0.6212121212121212,0
UCN3,7,0.9047619047619048,0
PTH1R,25,0.2633333333333333,1
ABCF2,1,0.0,0
ABCF2-2,1,0.0,0
CIDEA,11,0.7272727272727273,0
TNNI3,42,0.34494773519163763,0
NPR3,11,0.21818181818181817,1
MYH6,56,0.4266233766233766,0
TNNT2,38,0.47368421052631576,0
MED13,21,0.7523809523809524,0
TMEM14C,4,1.0,0
N6AMT1,3,1.0,0
HEMK1,3,1.0,0
ENDOV,6,0.6666666666666666,0
NECAB2,1,0.0,0
JCHAIN,21,0.21428571428571427,1
PFN1,60,0.19265536723163842,1
TAGLN2,5,0.6,1
USP4,8,0.32142857142857145,0
CPSF6,34,0.6631016042780749,0
RGPD2,19,0.7602339181286549,0
NUP153,55,0.4033670033670034,0
AIFM1,11,0.05454545454545454,1
RAN,37,0.2852852852852853,0
H2AZ2,30,0.6068965517241379,0
TRIM5,9,0.2222222222222222,0
RANBP1,34,0.20677361853832443,1
WIPF1,22,0.6277056277056277,0
RABIF,27,0.2934472934472934,0
WASL,62,0.27128503437334744,0
A1BG,9,0.2777777777777778,1
ABCD3,7,0.7619047619047619,0
AMMECR1,5,0.6,0
AIFM2,2,1.0,0
ASCL4,1,0.0,0
SDC2,25,0.25666666666666665,1
TGFB3,37,0.1921921921921922,0
INHBE,8,0.42857142857142855,0
ASPN,11,0.38181818181818183,0
LTBP2,10,0.4,0
NRROS,1,0.0,0
LRRC32,3,1.0,0
LTBP3,7,0.5714285714285714,0
LTBP4,4,1.0,0
LTBP1,7,0.7142857142857143,0
SUPT16H,45,0.5565656565656566,0
CHD4,74,0.3750462791558682,0
PRPF19,77,0.5126452494873548,0
HNRNPC,134,0.22836943104028729,0
SRSF1,142,0.2475277195085406,1
RBMX,76,0.40842105263157896,0
ALYREF,113,0.28761061946902655,0
CDC5L,99,0.45248402391259535,0
BTBD2,3,1.0,0
BTBD1,3,1.0,0
HNRNPU,75,0.41477477477477476,0
TDP2,6,0.6666666666666666,0
MUS81,57,0.5043859649122807,0
RECQL5,14,0.9010989010989011,0
DDX3Y,13,0.6538461538461539,0
DDX4,4,0.3333333333333333,0
DDX21,10,0.4222222222222222,0
LTB,20,0.5684210526315789,0
LTBR,23,0.6284584980237155,0
TNFSF14,14,0.6043956043956044,0
DAB2IP,2,1.0,0
KRT18,13,0.28205128205128205,0
TREM1,3,0.6666666666666666,0
MNDA,11,0.3090909090909091,0
PITRM1,4,0.3333333333333333,0
S1PR3,14,0.3626373626373626,1
PDCD6IP,8,0.5357142857142857,0
SELENOS,42,0.4808362369337979,0
PEX3,28,0.8015873015873016,0
PON3,2,1.0,0
TAAR1,3,0.0,1
CDH3,15,0.5619047619047619,0
APC,36,0.34444444444444444,0
CTNNA3,23,0.4268774703557312,0
CTNNA2,29,0.37438423645320196,0
CTNNA1,41,0.29634146341463413,0
CTNNBIP1,8,1.0,0
AXIN2,27,0.48148148148148145,0
CSNK1A1,55,0.2841750841750842,1
AXIN1,45,0.27474747474747474,0
TBL1XR1,19,0.49122807017543857,0
BCL9,11,0.7090909090909091,0
TCF7L1,21,0.44761904761904764,0
TCF4,16,0.38333333333333336,0
TCF7,31,0.2946236559139785,0
RUVBL1,86,0.20902872777017784,0
RUVBL2,62,0.29349550502379695,0
NBL1,7,0.38095238095238093,0
TMEM63C,3,1.0,0
NEUROD2,1,0.0,0
OLAH,2,1.0,0
PALB2,61,0.44972677595628413,0
CCL25,51,0.7647058823529411,0
CCL1,41,0.9109756097560976,0
CCL14,6,1.0,0
CCL3L1,23,0.9486166007905138,0
CCL4L2,28,0.7275132275132276,0
CCL16,26,0.9415384615384615,0
NEB,31,0.4967741935483871,0
TNNC1,17,0.9117647058823529,1
TNNT1,28,0.7777777777777778,0
TPM1,55,0.3966329966329966,1
TNNI1,29,0.7093596059113301,0
MYL3,49,0.4914965986394558,0
FABP5,12,0.42424242424242425,1
TFCP2,3,1.0,0
MTDH,3,1.0,0
MYH9,70,0.23146997929606625,1
PPP1R12A,30,0.3586206896551724,0
MYL7,27,0.42165242165242167,0
MYL10,11,0.4727272727272727,0
MYL5,23,0.7035573122529645,0
MYL12A,36,0.5015873015873016,0
MYL9,52,0.38461538461538464,0
MYL12B,45,0.4161616161616162,0
PPP1R12C,21,0.44761904761904764,0
PIKFYVE,49,0.3435374149659864,0
PIP4K2C,50,0.38448979591836735,1
PIP4K2A,49,0.39285714285714285,0
PIP4K2B,47,0.39222941720629045,1
ADD2,1,0.0,0
PIP5K1A,53,0.420899854862119,0
PIP5K1C,55,0.4033670033670034,0
RHOB,41,0.11463414634146342,1
RHOC,27,0.27350427350427353,0
LIMK2,15,0.3333333333333333,1
RND3,4,1.0,0
RND1,3,1.0,0
SHROOM2,1,0.0,0
NEU4,8,0.7142857142857143,0
NEU1,12,0.3484848484848485,1
GAL3ST1,7,0.7619047619047619,0
CTSA,11,0.18181818181818182,0
LAMP1,25,0.14,0
TNFRSF17,17,0.36764705882352944,1
TNFSF13,10,0.35555555555555557,1
NFKB2,44,0.40169133192389006,1
MAP3K14,26,0.5446153846153846,0
FAM160A2,2,1.0,0
AKTIP,2,1.0,0
MCOLN1,7,0.3333333333333333,0
MRGPRD,2,1.0,0
PIEZO2,4,0.3333333333333333,0
TRPM7,7,0.5714285714285714,0
TRPM3,7,0.5714285714285714,0
SYT9,3,0.3333333333333333,0
TRPM2,3,0.6666666666666666,0
ADGRE5,3,0.3333333333333333,0
CD46,24,0.2536231884057971,0
ADGRE3,1,0.0,0
CXADR,2,1.0,0
ADGRE2,2,1.0,0
PIGA,4,0.3333333333333333,0
PHKG1,7,0.9047619047619048,1
HAGH,8,0.10714285714285714,1
DUSP10,6,0.7333333333333333,0
DUSP16,11,0.45454545454545453,0
RPS6KA5,20,0.6,0
MAP2K4,37,0.2702702702702703,1
MAP2K7,33,0.26325757575757575,0
MAPKAPK5,16,0.325,1
MAX,7,0.6190476190476191,0
RPS6KA4,9,0.6111111111111112,1
MAPKAPK3,8,0.5357142857142857,0
CLIC4,1,0.0,0
KLK1,4,0.5,1
THOP1,1,0.0,0
TAF4,72,0.44092331768388104,0
ATF1,24,0.4673913043478261,1
CREM,13,0.7948717948717948,0
CREB3L4,23,0.7114624505928854,0
ATF6B,27,0.4045584045584046,0
CREB3L2,25,0.6133333333333333,0
CREB3L1,27,0.5612535612535613,0
CREB3,28,0.5793650793650794,0
KMT2A,33,0.42045454545454547,0
RFX1,3,1.0,0
CIITA,13,0.3333333333333333,0
RFXAP,3,1.0,0
CRTC1,4,1.0,0
TLX2,2,1.0,0
SLC8A1,14,0.4945054945054945,1
SLC8A2,7,0.7142857142857143,0
SLC8A3,7,0.7142857142857143,0
ATP2B1,17,0.3161764705882353,1
ATP2B2,18,0.2679738562091503,1
SIGLEC9,4,0.3333333333333333,0
IL32,3,0.3333333333333333,0
S100A8,22,0.1645021645021645,1
LRIG1,4,1.0,0
SH3KBP1,11,0.5454545454545454,0
SEMA4D,4,1.0,0
PLXNB3,4,1.0,0
PLXNB2,4,1.0,0
MACROH2A1,7,0.47619047619047616,0
MRPS16,90,0.6387016229712859,0
PSMD10,5,0.8,0
NUMBL,4,0.5,0
NUMB,9,0.3055555555555556,0
FBXW11,22,0.4069264069264069,0
RPS7,120,0.5759103641456582,0
LATS2,22,0.33766233766233766,0
UBE2D3,15,0.5428571428571428,0
GNL3,70,0.6393374741200828,0
CHEK2,84,0.3123924268502582,1
RPL26,106,0.6068283917340521,0
UBE2D1,28,0.4470899470899471,0
TCHP,16,0.48333333333333334,0
UBE2D2,25,0.4866666666666667,0
MDM4,30,0.3080459770114943,0
RPL11,177,0.43117616846430407,0
CAPN7,3,1.0,0
CAST,15,0.18095238095238095,1
CAPNS2,7,0.5714285714285714,0
CAPNS1,10,0.35555555555555557,0
CAPN9,1,0.0,0
CAPN2,15,0.3238095238095238,1
CAPN6,3,1.0,0
CAPN8,2,1.0,0
CAPN3,19,0.2982456140350877,0
CAPN11,2,1.0,0
CAPN14,1,0.0,0
CAPN5,3,1.0,0
NPSR1,75,0.7362162162162162,1
RSL24D1,124,0.48098610018358245,0
RPS9,227,0.33117617246890957,1
RPS17,112,0.615990990990991,1
RPS25,128,0.5836614173228346,0
RPS20,177,0.42045454545454547,0
RPL24,111,0.7144963144963145,0
RPS24,138,0.5212101978207976,0
RPL35,159,0.5039407690470504,1
RPL34,114,0.6896444651451638,0
MRPL32,107,0.5596896490918709,0
MRPL9,98,0.6105617504733852,0
MRPL36,110,0.5376146788990825,0
MRPL33,87,0.6800320769847634,0
ACPP,10,0.4222222222222222,0
SFTA3,1,0.0,0
MTX1,22,0.7359307359307359,0
TRPV2,16,0.3416666666666667,1
SCG3,6,0.4666666666666667,0
TRPV3,14,0.4835164835164835,1
TPRA1,1,0.0,0
F2RL1,9,0.2222222222222222,0
HIF1AN,11,0.5454545454545454,0
LRP8,16,0.275,0
BIN1,19,0.2807017543859649,0
PSEN2,37,0.18018018018018017,1
XCL2,30,0.8160919540229885,0
MPG,10,0.35555555555555557,1
MSH2,88,0.3733019853709509,0
PMS2,45,0.5343434343434343,0
ATRX,46,0.4318840579710145,0
HIC1,5,0.3,0
SCG2,5,0.8,0
CHGB,9,0.3611111111111111,0
PCSK1N,5,0.6,0
PCSK2,4,0.3333333333333333,0
PAM,5,0.0,1
PTPRN2,1,0.0,0
PLCE1,49,0.2227891156462585,0
PLCD3,29,0.4605911330049261,0
EGLN2,23,0.3794466403162055,1
TNFSF10,27,0.4415954415954416,1
NSMAF,2,1.0,0
BAG4,8,0.5,0
TNIP2,14,0.6703296703296703,0
SPATA2,11,0.8727272727272727,0
TRAF5,39,0.5006747638326585,0
CCKBR,8,0.25,1
SLC1A6,6,0.2,1
PAIP2B,3,1.0,0
DLGAP3,20,0.6789473684210526,0
ARL6IP5,1,0.0,0
SORCS2,4,0.8333333333333334,0
BEX3,9,0.16666666666666666,0
NRTN,15,0.49523809523809526,0
GAP43,13,0.5,0
SORCS3,1,0.0,0
ZNF296,1,0.0,0
S100A12,13,0.4230769230769231,1
PRSS57,1,0.0,0
NAT1,8,0.4642857142857143,0
NAT2,9,0.4722222222222222,0
MSMB,9,0.4444444444444444,0
TGM4,6,0.6666666666666666,0
SLC45A3,10,0.28888888888888886,0
ANO7,2,1.0,0
STEAP2,3,1.0,0
CAPZA1,12,0.3484848484848485,0
S100A2,6,0.4666666666666667,1
HRNR,6,0.26666666666666666,1
S100A7,19,0.10526315789473684,1
S100P,3,0.3333333333333333,1
MRPS10,90,0.6254681647940075,0
RPS16,198,0.37824950007691127,0
MRPL41,31,0.9870967741935484,0
MRPL49,63,0.7275985663082437,0
MRPL46,67,0.6861148801447309,0
MRPL23,38,0.9217638691322901,0
MRPL34,31,0.9870967741935484,0
MRPL47,69,0.6636828644501279,0
MRPL40,61,0.7398907103825136,0
MRPL16,88,0.6010971786833855,0
MRPL22,106,0.5550763701707098,0
MRPL43,40,0.8769230769230769,0
MRPL27,104,0.5709484690067215,0
MRPS6,97,0.6262886597938144,0
MRPS9,89,0.6693054136874361,0
MRPS11,80,0.6537974683544304,0
MRPS12,90,0.6282147315855181,0
DAP3,40,0.8769230769230769,0
MRPS5,109,0.536697247706422,0
MRPS35,39,0.9149797570850202,0
MRPS14,65,0.7865384615384615,0
MRPS15,72,0.7574334898278561,0
MRPL19,110,0.5379482902418682,0
TWISTNB,38,0.7041251778093883,0
IP6K2,2,1.0,0
LIN7C,10,0.6,0
LY96,40,0.35384615384615387,1
TICAM1,32,0.5705645161290323,0
EEA1,8,0.4642857142857143,0
ING4,11,0.8909090909090909,0
SRF,17,0.22794117647058823,0
SERPINA4,6,0.06666666666666667,1
S100PBP,1,0.0,0
DUSP4,6,0.7333333333333333,0
GRSF1,1,0.0,0
SECISBP2,37,0.5075075075075075,0
FABP7,9,0.25,1
NFIB,2,1.0,0
NFIA,2,1.0,0
PLA2G4F,2,1.0,0
PTGER3,25,0.31666666666666665,1
PREX1,14,0.5054945054945055,0
SMO,52,0.16440422322775264,1
PIK3R5,38,0.4722617354196302,0
RIPK2,51,0.3607843137254902,1
CASP10,26,0.6061538461538462,0
MAGED1,5,0.4,0
BIRC6,8,0.8571428571428571,0
SEPTIN4,3,1.0,0
XAF1,23,0.8300395256916996,0
MYOC,1,0.0,0
SLC22A12,12,0.24242424242424243,1
MAS1,1,0.0,0
ITGA8,51,0.5827450980392157,0
GBGT1,5,1.0,0
ENC1,35,0.892436974789916,0
B3GALT4,8,0.5357142857142857,0
ST8SIA1,4,1.0,0
ST3GAL5,7,0.5238095238095238,1
B4GALNT1,7,0.7142857142857143,0
HEXD,2,1.0,0
NAGA,6,0.6666666666666666,1
GM2A,5,0.2,1
HSF1,37,0.566066066066066,0
DNAJB1,60,0.28361581920903955,0
AHSA1,22,0.6277056277056277,0
RPAP3,17,0.5294117647058824,0
ST13,8,1.0,0
DNAJA1,27,0.6153846153846154,0
AHR,17,0.23529411764705882,1
AIP,8,0.5,0
TOMM70,33,0.4640151515151515,0
FKBPL,3,1.0,0
SUGT1,3,1.0,0
MANF,6,0.9333333333333333,0
DNAJB11,48,0.39095744680851063,0
PDIA6,22,0.4675324675324675,0
EIF2AK3,22,0.3722943722943723,0
DNAJC3,21,0.48095238095238096,0
DNAJB9,14,0.5164835164835165,0
SIL1,9,0.6666666666666666,0
DNAJB4,20,0.43157894736842106,0
TFAM,24,0.213768115942029,0
FICD,1,0.0,0
DNAJC1,4,0.5,0
EPAS1,50,0.21877551020408162,1
TFPI2,1,0.0,0
MASP2,19,0.5672514619883041,0
GFM1,3,0.3333333333333333,0
IGKV2D-40,2,1.0,0
IGKV2-40,2,1.0,0
DSP,38,0.2503556187766714,1
GJD2,9,0.3333333333333333,0
GJA3,5,1.0,0
GJB1,14,0.38461538461538464,0
GJB2,12,0.3484848484848485,0
GJA8,6,0.7333333333333333,0
TUBB8,16,0.5583333333333333,0
TUBB2B,52,0.1546003016591252,0
TUBB6,26,0.4369230769230769,1
TUBB4A,30,0.3954022988505747,1
TUBB3,39,0.2483130904183536,1
